job_id,receiver,seed,k_shot,new_class_count,candidate,b_old_acc,c_old_acc,b_old_floor,c_old_floor,seen_new_acc,h_old_new,average_forgetting,old_adaptation_gain,direct_adv3b02_status,direct_adv3b02_old_acc,delta_vs_direct_ADV3B02_K1,pipeline_receipt_sha256,score_sha256
rx_3_19__seed_713104__k_10__new_20,3-19,713104,10,20,d92_registration_balanced_covariance,0.7333333333333333,0.5861111111111111,0.5333333333333333,0.31666666666666665,0.4975,0.5381825173032556,0.14722222222222214,-0.14722222222222214,MISSING_NOT_RUN,,,f8c68e86331613dd056b1db21d433851c3f89bcf811f4da86ab23ff7fc439e06,3bb2d5d7d9dcbbcdecd2333ce3537ab195532b3de621e2f15c049a6bad097dfe
rx_3_19__seed_713104__k_5__new_20,3-19,713104,5,20,d92_registration_balanced_covariance,0.6638888888888889,0.5472222222222223,0.4,0.2833333333333333,0.375,0.44503012048192775,0.11666666666666659,-0.11666666666666659,MISSING_NOT_RUN,,,c5fbacb669bb0b01bc864d487ab4f079021b75f890c27b924a1287b63fa5a502,b3483e9b26294b9def99a285a2dd3e025bdcad9ce4d84cbdde79c90fd67bfa79
rx_3_19__seed_713104__k_1__new_20,3-19,713104,1,20,d92_registration_balanced_covariance,0.5166666666666667,0.30277777777777776,0.13333333333333333,0.06666666666666667,0.15,0.20061349693251534,0.21388888888888896,-0.21388888888888896,MISSING_NOT_RUN,,,b686abc105c37d469b03a909be08d672c1e6617d49a1f316816bcb8444e6b393,8bd2c74d7ed14efba59fc11dc2aec21e4856061c37afe6b15719ad47a6702a8e
rx_3_19__seed_713105__k_10__new_5,3-19,713105,10,5,d92_registration_balanced_covariance,0.725,0.5944444444444444,0.4166666666666667,0.3,0.45,0.5122340425531915,0.13055555555555554,-0.13055555555555554,MISSING_NOT_RUN,,,b6b57f6a06adb0264c69a28c46caed1d183076dcb28a1fa1417b80c4a4568bd9,2203b94f40547ec61ec77d8a616a0151ecd2b4ecd650664caa715c1b898a26a5
rx_3_19__seed_713105__k_10__new_10,3-19,713105,10,10,d92_registration_balanced_covariance,0.725,0.5638888888888889,0.4166666666666667,0.21666666666666667,0.43,0.4879262157629961,0.1611111111111111,-0.1611111111111111,MISSING_NOT_RUN,,,8957232fc902c5b91d123c3e2a5836084bf677a58bee2c50ece175deb4dd6243,cf6d33a2d9e98d5e9e87b7e049f13e5884146b608cdd336df2390dadbe7fb6e8
rx_3_19__seed_713105__k_10__new_20,3-19,713105,10,20,d92_registration_balanced_covariance,0.725,0.5583333333333333,0.4166666666666667,0.21666666666666667,0.4725,0.5118431689571544,0.16666666666666663,-0.16666666666666663,MISSING_NOT_RUN,,,e6bb27d650be811958e266427378a871c0c50419ec482e2d79d8404327d741d9,d6dab11a5f356751a8cb79e77c0954e163e3f971a2bf1d1fd2e226169f5c6e7a
rx_3_19__seed_713105__k_5__new_20,3-19,713105,5,20,d92_registration_balanced_covariance,0.6944444444444444,0.5416666666666666,0.2833333333333333,0.13333333333333333,0.39416666666666667,0.45629266844761057,0.1527777777777778,-0.1527777777777778,MISSING_NOT_RUN,,,3219c992bd231007ef3bac2fa109c5b3d411426b8de00e32f80eaac1bb3aac88,53f12a3b17b0218f65df42da65035090a5b78397c632818b87f1c204f99e48b0
rx_3_19__seed_713105__k_1__new_20,3-19,713105,1,20,d92_registration_balanced_covariance,0.4888888888888889,0.2777777777777778,0.2,0.06666666666666667,0.12666666666666668,0.17399267399267399,0.21111111111111108,-0.21111111111111108,MISSING_NOT_RUN,,,57e411fc484bf4aab08b0417b14a34d42675500a01a4ecf79332eee5b5a7fbd0,18348678baa13b3c4b946b85218cd0f30df254937e412b171f6630568b6189b2
rx_3_19__seed_713106__k_10__new_5,3-19,713106,10,5,d92_registration_balanced_covariance,0.7472222222222222,0.6166666666666667,0.5333333333333333,0.2833333333333333,0.44,0.5135646687697162,0.13055555555555554,-0.13055555555555554,MISSING_NOT_RUN,,,7846fddc705add862113a037b2ba8ddd00a1a62c01725b44183c4646acdc6100,617605648872cc5e7b8ff82d68ec54c05bd9c32ff1053d03b7863ce160188cbf
rx_3_19__seed_713106__k_10__new_10,3-19,713106,10,10,d92_registration_balanced_covariance,0.7472222222222222,0.575,0.5333333333333333,0.25,0.44166666666666665,0.4995901639344262,0.17222222222222228,-0.17222222222222228,MISSING_NOT_RUN,,,757fec212c71cc29542db2272be11ead9eaeb2170cb25c35297bef4c0ca2f978,09b4c25b76775ca881d0d6c7659369efc11e44972c35ab974e7b36a5bc33b312
