arm,receiver,seed,k_shot,scenario,old_acc,seen_new_acc,H_old_new,average_forgetting
full_legacy_oracle_strict,8-8,713103,5,leo_clear_weak,0.925,0.95,0.9373333333333334,0.0
full_legacy_oracle_strict,8-8,713103,5,leo_low_elev_weak,0.8666666666666667,0.95,0.9064220183486239,0.016666666666666607
full_legacy_oracle_strict,8-8,713103,5,leo_rain_weak,0.9,0.95,0.9243243243243242,0.0
full_legacy_oracle_strict,8-8,713104,1,leo_clear_weak,0.7416666666666667,0.95,0.8330049261083744,-0.01666666666666672
full_legacy_oracle_strict,8-8,713104,1,leo_low_elev_weak,0.8166666666666667,0.85,0.833,0.008333333333333304
full_legacy_oracle_strict,8-8,713104,1,leo_rain_weak,0.8,0.95,0.8685714285714285,0.02499999999999991
full_legacy_oracle_strict,8-8,713104,10,leo_clear_weak,0.9333333333333333,1.0,0.9655172413793104,0.008333333333333304
full_legacy_oracle_strict,8-8,713104,10,leo_low_elev_weak,0.9166666666666666,0.95,0.9330357142857142,0.0
full_legacy_oracle_strict,8-8,713104,10,leo_rain_weak,0.8833333333333333,1.0,0.9380530973451328,0.0
full_legacy_oracle_strict,8-8,713104,2,leo_clear_weak,0.925,1.0,0.961038961038961,0.0
full_legacy_oracle_strict,8-8,713104,2,leo_low_elev_weak,0.8833333333333333,0.9,0.8915887850467291,-0.008333333333333304
full_legacy_oracle_strict,8-8,713104,2,leo_rain_weak,0.8416666666666667,0.95,0.8925581395348837,0.008333333333333304
full_legacy_oracle_strict,8-8,713104,20,leo_clear_weak,0.9416666666666667,1.0,0.9699570815450643,0.008333333333333304
full_legacy_oracle_strict,8-8,713104,20,leo_low_elev_weak,0.9166666666666666,0.95,0.9330357142857142,0.0
full_legacy_oracle_strict,8-8,713104,20,leo_rain_weak,0.8916666666666667,1.0,0.9427312775330398,0.0
full_legacy_oracle_strict,8-8,713104,5,leo_clear_weak,0.9,1.0,0.9473684210526316,0.008333333333333304
full_legacy_oracle_strict,8-8,713104,5,leo_low_elev_weak,0.8916666666666667,0.9,0.8958139534883721,0.0
full_legacy_oracle_strict,8-8,713104,5,leo_rain_weak,0.8583333333333333,0.95,0.9018433179723502,0.0
full_legacy_oracle_strict,8-8,713105,1,leo_clear_weak,0.6416666666666667,0.95,0.7659685863874346,-0.025000000000000022
full_legacy_oracle_strict,8-8,713105,1,leo_low_elev_weak,0.7833333333333333,0.9,0.8376237623762376,0.0
full_legacy_oracle_strict,8-8,713105,1,leo_rain_weak,0.825,0.9,0.8608695652173912,-0.016666666666666607
full_legacy_oracle_strict,8-8,713105,10,leo_clear_weak,0.9,1.0,0.9473684210526316,0.0
full_legacy_oracle_strict,8-8,713105,10,leo_low_elev_weak,0.9083333333333333,0.95,0.9286995515695067,-0.016666666666666607
full_legacy_oracle_strict,8-8,713105,10,leo_rain_weak,0.8833333333333333,1.0,0.9380530973451328,0.008333333333333415
full_legacy_oracle_strict,8-8,713105,2,leo_clear_weak,0.775,0.95,0.853623188405797,0.016666666666666607
full_legacy_oracle_strict,8-8,713105,2,leo_low_elev_weak,0.8083333333333333,0.9,0.8517073170731707,-0.008333333333333304
full_legacy_oracle_strict,8-8,713105,2,leo_rain_weak,0.8583333333333333,1.0,0.9237668161434976,0.0
full_legacy_oracle_strict,8-8,713105,20,leo_clear_weak,0.8833333333333333,1.0,0.9380530973451328,0.0
full_legacy_oracle_strict,8-8,713105,20,leo_low_elev_weak,0.8916666666666667,1.0,0.9427312775330398,0.0
full_legacy_oracle_strict,8-8,713105,20,leo_rain_weak,0.9,1.0,0.9473684210526316,-0.01666666666666672
full_legacy_oracle_strict,8-8,713105,5,leo_clear_weak,0.9166666666666666,1.0,0.9565217391304348,0.0
full_legacy_oracle_strict,8-8,713105,5,leo_low_elev_weak,0.8833333333333333,1.0,0.9380530973451328,0.0
full_legacy_oracle_strict,8-8,713105,5,leo_rain_weak,0.8666666666666667,1.0,0.9285714285714286,-0.008333333333333415
