boundary_margin_loss,episode_count,epoch,epoch_seconds,feature_anchor_loss,gradient_norm,learning_rate,loss,mean_base_margin,mean_margin,optimizer_steps,prototype_gram_loss,prototype_separation_loss,receiver,seed,support_train_acc,view_consistency_loss,xview_prototype_ce
0.015144877694547176,10,4,0.32492779195308685,0.018616491090506317,3.1567297339439393,0.02,2.403270587325096,0.12357373666018248,0.1597665822133422,40,0.0008964840497355908,0.002583943889476359,3-19,713102,0.6166666666666667,0.10775753110647202,2.351802682876587
0.01883649006485939,10,5,0.28959408262744546,0.033591187372803685,3.4363446474075316,0.02,2.30579734146595,0.12357373666018248,0.1708800682798028,50,0.00172706157900393,0.0032674580870661885,3-19,713102,0.6222222222222222,0.1032765343785286,2.2393207013607026
0.01809395244345069,10,1,0.9710661428980529,0.0001500085010168739,1.9443214416503907,0.02,2.838732433319092,0.08416627682745456,0.08625883292406797,10,3.7537459747416937e-06,0.00099259969126706,3-19,713103,0.5666666666666667,0.14460814446210862,2.7877586603164675
0.014130264846608042,10,2,0.2890891721472144,0.0017123015568358824,2.564917743206024,0.02,2.7505115389823915,0.08416627682745456,0.09542369022965431,20,6.226702516869409e-05,0.0010029935066995677,3-19,713103,0.5722222222222222,0.14434560984373093,2.706678402423859
0.013074473105370998,10,3,0.3197917612269521,0.00661763921380043,3.1800182819366456,0.02,2.6517107009887697,0.08416627682745456,0.10629944344982505,30,0.0001755151173711056,0.0010550801756835427,3-19,713103,0.5861111111111111,0.14282897412776946,2.6076184511184692
0.015133308805525303,10,4,0.31891460670158267,0.018833269691094758,3.47308406829834,0.02,2.523375171422958,0.08416627682745456,0.12292472791450564,40,0.0005077239577076398,0.0011696944791765417,3-19,713103,0.6138888888888889,0.1412252113223076,2.4690230965614317
0.01710034990683198,10,5,0.2929738466627896,0.03578422870486975,3.7343211650848387,0.02,2.404281938076019,0.08416627682745456,0.13849471854045986,50,0.0010222294804407284,0.0015090626118762884,3-19,713103,0.6361111111111111,0.13911815062165261,2.337388950586319
0.019699761271476747,10,1,0.9168991949409246,0.00018438531276636637,1.5626678228378297,0.02,3.343552315235138,0.06629009335301816,0.06686006146483123,10,2.0653765432194864e-05,0.0017506492371467176,3-19,713104,0.5527777777777778,0.15482520535588265,3.2881300926208494
0.020365107152611018,10,2,0.2564545441418886,0.002032645547296852,2.013961100578308,0.02,3.268257939815521,0.06629009335301816,0.07007872276008129,20,0.00020129134063608944,0.0021234710977296343,3-19,713104,0.5611111111111111,0.15270456224679946,3.210609471797943
0.025821244064718484,10,3,0.2599347778595984,0.008713586325757205,2.520670235157013,0.02,3.168700134754181,0.06629009335301816,0.07455171912442893,30,0.0012542443146230653,0.004128898639464751,3-19,713104,0.5583333333333333,0.14773302897810936,3.096268129348755
0.04003095719963312,10,4,0.25472488766536117,0.025216805189847945,3.101986622810364,0.02,3.0695218086242675,0.06629009335301816,0.0763956168666482,40,0.0036662387079559266,0.008997751609422266,3-19,713104,0.55,0.14208778217434884,2.958560216426849
0.04899773728102445,10,5,0.2553120981901884,0.0394377501681447,3.166179370880127,0.02,2.980406332015991,0.06629009335301816,0.07622156143188477,50,0.005689082341268659,0.013125365413725377,3-19,713104,0.5666666666666667,0.13683236613869668,2.842882740497589
0.01982951145619154,10,1,0.9972943281754851,3.75401655016816e-05,1.1445138216018678,0.02,2.8847019553184508,0.10450134547427296,0.10470338864251971,10,1.2936160118898777e-06,0.000598355198638956,3-19,713105,0.6083333333333333,0.13968257531523703,2.830905628204346
