arm,experiment_id,receiver,seed,k_shot,old_acc_candidate,old_acc_baseline,delta_old_acc,seen_new_acc_candidate,seen_new_acc_baseline,delta_seen_new_acc,H_old_new_candidate,H_old_new_baseline,delta_H_old_new
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k20_seed713102,8-8,713102,20,0.8138888888888888,0.7138888888888889,0.09999999999999987,0.875,0.6166666666666667,0.2583333333333333,0.8423044217687075,0.6450702322398132,0.19723418952889427
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k5_seed713102,8-8,713102,5,0.7749999999999999,0.6555555555555556,0.11944444444444435,0.6583333333333333,0.43333333333333335,0.22499999999999998,0.699885980531386,0.49381859821968704,0.2060673823116989
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k1_seed713103,8-8,713103,1,0.7083333333333334,0.6527777777777778,0.05555555555555558,0.4916666666666667,0.31666666666666665,0.17500000000000004,0.5555592023265475,0.4213925763814899,0.13416662594505763
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k10_seed713103,8-8,713103,10,0.7999999999999999,0.7166666666666667,0.08333333333333326,0.8250000000000001,0.5,0.32500000000000007,0.8105623241492806,0.56612830572508,0.24443401842420065
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k2_seed713103,8-8,713103,2,0.6972222222222223,0.6388888888888888,0.05833333333333346,0.5583333333333333,0.3583333333333334,0.19999999999999996,0.5878578125496595,0.4275213765191657,0.1603364360304938
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k20_seed713103,8-8,713103,20,0.8222222222222223,0.6972222222222223,0.125,0.9,0.6083333333333333,0.29166666666666674,0.8590658250406212,0.6329188712522046,0.22614695378841665
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k5_seed713103,8-8,713103,5,0.7777777777777777,0.7055555555555556,0.07222222222222208,0.6916666666666668,0.4916666666666667,0.20000000000000007,0.7241081039541325,0.5486702763161241,0.17543782763800841
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k1_seed713104,8-8,713104,1,0.6916666666666668,0.6138888888888889,0.07777777777777783,0.5583333333333332,0.4083333333333334,0.14999999999999986,0.6068209825085354,0.4869785310734464,0.11984245143508904
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k10_seed713104,8-8,713104,10,0.85,0.7027777777777778,0.14722222222222214,0.8666666666666667,0.525,0.3416666666666667,0.8580833562601738,0.5931644976702516,0.26491885858992226
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k2_seed713104,8-8,713104,2,0.5944444444444444,0.5750000000000001,0.019444444444444375,0.65,0.40833333333333327,0.24166666666666675,0.6192172138073233,0.476867659222498,0.1423495545848253
