variant,scene,category,group,correct,wrong,total,accuracy_percent
permanent_detach,leo_clear_weak,named,test_seen_day_unseen_rx,78492,47508,126000,62.2952380952381
permanent_detach,leo_clear_weak,named,test_rx_0,13427,4573,18000,74.59444444444445
permanent_detach,leo_clear_weak,named,test_rx_2,8185,9815,18000,45.47222222222222
permanent_detach,leo_clear_weak,named,test_rx_5,13428,4572,18000,74.6
permanent_detach,leo_clear_weak,named,test_rx_7,7384,10616,18000,41.022222222222226
permanent_detach,leo_clear_weak,named,test_rx_9,12756,5244,18000,70.86666666666666
permanent_detach,leo_clear_weak,named,test_rx_10,11528,6472,18000,64.04444444444445
permanent_detach,leo_clear_weak,named,test_rx_11,11784,6216,18000,65.46666666666667
permanent_detach,leo_clear_weak,named,test_unseen_day_unseen_rx,25490,16510,42000,60.69047619047619
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_0,3749,2251,6000,62.483333333333334
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_2,2285,3715,6000,38.083333333333336
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_5,4003,1997,6000,66.71666666666667
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_7,3242,2758,6000,54.03333333333333
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_9,3913,2087,6000,65.21666666666667
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_10,4399,1601,6000,73.31666666666666
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_11,3899,2101,6000,64.98333333333333
permanent_detach,leo_clear_weak,receiver_all_days,0,17176,6824,24000,71.56666666666666
permanent_detach,leo_clear_weak,receiver_all_days,1,4471,1529,6000,74.51666666666667
permanent_detach,leo_clear_weak,receiver_all_days,2,10470,13530,24000,43.625
permanent_detach,leo_clear_weak,receiver_all_days,3,4479,1521,6000,74.65
permanent_detach,leo_clear_weak,receiver_all_days,4,5177,823,6000,86.28333333333333
permanent_detach,leo_clear_weak,receiver_all_days,5,17431,6569,24000,72.62916666666666
permanent_detach,leo_clear_weak,receiver_all_days,6,5240,760,6000,87.33333333333333
permanent_detach,leo_clear_weak,receiver_all_days,7,10626,13374,24000,44.275
permanent_detach,leo_clear_weak,receiver_all_days,8,4582,1418,6000,76.36666666666666
permanent_detach,leo_clear_weak,receiver_all_days,9,16669,7331,24000,69.45416666666667
permanent_detach,leo_clear_weak,receiver_all_days,10,15927,8073,24000,66.3625
permanent_detach,leo_clear_weak,receiver_all_days,11,15683,8317,24000,65.34583333333333
permanent_detach,leo_clear_weak,class,0,23665,9335,33000,71.71212121212122
permanent_detach,leo_clear_weak,class,1,11328,21672,33000,34.32727272727273
permanent_detach,leo_clear_weak,class,2,15672,17328,33000,47.49090909090909
permanent_detach,leo_clear_weak,class,3,19864,13136,33000,60.193939393939395
permanent_detach,leo_clear_weak,class,4,27221,5779,33000,82.48787878787878
permanent_detach,leo_clear_weak,class,5,30181,2819,33000,91.45757575757575
permanent_detach,leo_low_elev_weak,aggregate,all,123010,74990,198000,62.12626262626262
permanent_detach,leo_low_elev_weak,named,test_unseen_day_seen_rx,22802,7198,30000,76.00666666666666
permanent_detach,leo_low_elev_weak,named,test_day_0,22802,7198,30000,76.00666666666666
permanent_detach,leo_low_elev_weak,named,test_seen_day_unseen_rx,75752,50248,126000,60.12063492063492
permanent_detach,leo_low_elev_weak,named,test_rx_0,12722,5278,18000,70.67777777777778
permanent_detach,leo_low_elev_weak,named,test_rx_2,8114,9886,18000,45.077777777777776
permanent_detach,leo_low_elev_weak,named,test_rx_5,12955,5045,18000,71.97222222222223
permanent_detach,leo_low_elev_weak,named,test_rx_7,7398,10602,18000,41.1
permanent_detach,leo_low_elev_weak,named,test_rx_9,12285,5715,18000,68.25
permanent_detach,leo_low_elev_weak,named,test_rx_10,11039,6961,18000,61.327777777777776
permanent_detach,leo_low_elev_weak,named,test_rx_11,11239,6761,18000,62.43888888888889
permanent_detach,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24456,17544,42000,58.22857142857143
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_0,3573,2427,6000,59.55
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_2,2388,3612,6000,39.8
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_5,3699,2301,6000,61.65
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_7,3083,2917,6000,51.38333333333333
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_9,3800,2200,6000,63.333333333333336
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_10,4096,1904,6000,68.26666666666667
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_11,3817,2183,6000,63.61666666666667
permanent_detach,leo_low_elev_weak,receiver_all_days,0,16295,7705,24000,67.89583333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,1,4297,1703,6000,71.61666666666666
permanent_detach,leo_low_elev_weak,receiver_all_days,2,10502,13498,24000,43.75833333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,3,4266,1734,6000,71.1
permanent_detach,leo_low_elev_weak,receiver_all_days,4,4992,1008,6000,83.2
permanent_detach,leo_low_elev_weak,receiver_all_days,5,16654,7346,24000,69.39166666666667
permanent_detach,leo_low_elev_weak,receiver_all_days,6,4943,1057,6000,82.38333333333334
permanent_detach,leo_low_elev_weak,receiver_all_days,7,10481,13519,24000,43.670833333333334
permanent_detach,leo_low_elev_weak,receiver_all_days,8,4304,1696,6000,71.73333333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,9,16085,7915,24000,67.02083333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,10,15135,8865,24000,63.0625
permanent_detach,leo_low_elev_weak,receiver_all_days,11,15056,8944,24000,62.733333333333334
permanent_detach,leo_low_elev_weak,class,0,23344,9656,33000,70.73939393939393
permanent_detach,leo_low_elev_weak,class,1,10412,22588,33000,31.55151515151515
permanent_detach,leo_low_elev_weak,class,2,14978,18022,33000,45.38787878787879
permanent_detach,leo_low_elev_weak,class,3,18232,14768,33000,55.24848484848485
permanent_detach,leo_low_elev_weak,class,4,26139,6861,33000,79.2090909090909
permanent_detach,leo_low_elev_weak,class,5,29905,3095,33000,90.62121212121212
permanent_detach,leo_rain_weak,aggregate,all,123023,74977,198000,62.132828282828285
permanent_detach,leo_rain_weak,named,test_unseen_day_seen_rx,22982,7018,30000,76.60666666666667
permanent_detach,leo_rain_weak,named,test_day_0,22982,7018,30000,76.60666666666667
permanent_detach,leo_rain_weak,named,test_seen_day_unseen_rx,75686,50314,126000,60.06825396825397
permanent_detach,leo_rain_weak,named,test_rx_0,12596,5404,18000,69.97777777777777
permanent_detach,leo_rain_weak,named,test_rx_2,8056,9944,18000,44.75555555555555
permanent_detach,leo_rain_weak,named,test_rx_5,13124,4876,18000,72.91111111111111
permanent_detach,leo_rain_weak,named,test_rx_7,7413,10587,18000,41.18333333333333
permanent_detach,leo_rain_weak,named,test_rx_9,12301,5699,18000,68.33888888888889
permanent_detach,leo_rain_weak,named,test_rx_10,10906,7094,18000,60.58888888888889
permanent_detach,leo_rain_weak,named,test_rx_11,11290,6710,18000,62.72222222222222
permanent_detach,leo_rain_weak,named,test_unseen_day_unseen_rx,24355,17645,42000,57.98809523809524
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_0,3530,2470,6000,58.833333333333336
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_2,2395,3605,6000,39.916666666666664
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_5,3748,2252,6000,62.46666666666667
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_7,3026,2974,6000,50.43333333333333
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_9,3773,2227,6000,62.88333333333333
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_10,4189,1811,6000,69.81666666666666
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_11,3694,2306,6000,61.56666666666667
permanent_detach,leo_rain_weak,receiver_all_days,0,16126,7874,24000,67.19166666666666
permanent_detach,leo_rain_weak,receiver_all_days,1,4270,1730,6000,71.16666666666667
permanent_detach,leo_rain_weak,receiver_all_days,2,10451,13549,24000,43.545833333333334
permanent_detach,leo_rain_weak,receiver_all_days,3,4255,1745,6000,70.91666666666667
permanent_detach,leo_rain_weak,receiver_all_days,4,5077,923,6000,84.61666666666666
permanent_detach,leo_rain_weak,receiver_all_days,5,16872,7128,24000,70.3
permanent_detach,leo_rain_weak,receiver_all_days,6,4972,1028,6000,82.86666666666666
permanent_detach,leo_rain_weak,receiver_all_days,7,10439,13561,24000,43.49583333333333
permanent_detach,leo_rain_weak,receiver_all_days,8,4408,1592,6000,73.46666666666667
permanent_detach,leo_rain_weak,receiver_all_days,9,16074,7926,24000,66.975
permanent_detach,leo_rain_weak,receiver_all_days,10,15095,8905,24000,62.895833333333336
permanent_detach,leo_rain_weak,receiver_all_days,11,14984,9016,24000,62.43333333333333
permanent_detach,leo_rain_weak,class,0,23728,9272,33000,71.9030303030303
permanent_detach,leo_rain_weak,class,1,10539,22461,33000,31.936363636363637
permanent_detach,leo_rain_weak,class,2,14988,18012,33000,45.41818181818182
permanent_detach,leo_rain_weak,class,3,17682,15318,33000,53.58181818181818
permanent_detach,leo_rain_weak,class,4,25886,7114,33000,78.44242424242424
permanent_detach,leo_rain_weak,class,5,30200,2800,33000,91.51515151515152
